skill,filter_type,valid
price forecasting,subsuper,
product forecasting,subsuper,
revenue forecasting,subsuper,
weather forecasting,subsuper,
formulation,subsuper,
strategy formulation,subsuper,
forwarding,subsuper,n
freight forwarding,subsuper,
foundations,subsuper,n
deep foundations,subsuper,
fpga,subsuper,
fpga prototyping,subsuper,
fracture,subsuper,
fracture mechanics,subsuper,
fraud,subsuper,n
fraud detection,subsuper,
fraud investigations,subsuper,
fraud prevention,subsuper,
online fraud,subsuper,n
freight,subsuper,
air freight,subsuper,
freight claims,subsuper,
freight payment,subsuper,
freight transportation,subsuper,
french,subsuper,
french cuisine,subsuper,
fuel,subsuper,n
fuel cells,subsuper,
fuel management,subsuper,
fuel systems,subsuper,
jet fuel,subsuper,
funding,subsuper,
funding applications,subsuper,
research funding,subsuper,
fusion,subsuper,
data fusion,subsuper,
sensor fusion,subsuper,
oracle fusion middleware,subsuper,
gameplay,subsuper,
gameplay programming,subsuper,
gaming,subsuper,
gaming industry,subsuper,
online gaming,subsuper,
gas,subsuper,n
gas detection,subsuper,
gas pipelines,subsuper,
gas processing,subsuper,
gas turbines,subsuper,
natural gas,subsuper,
gateway,subsuper,
sms gateway,subsuper,
gds,subsuper,
gds systems,subsuper,
gemba,subsuper,
gemba kaizen,subsuper,
generators,subsuper,
emergency generators,subsuper,
signal generators,subsuper,
genetics,subsuper,
human genetics,subsuper,
molecular genetics,subsuper,
population genetics,subsuper,
genomics,subsuper,
comparative genomics,subsuper,
functional genomics,subsuper,
genotyping,subsuper,
snp genotyping,subsuper,
geography,subsuper,
economic geography,subsuper,
human geography,subsuper,
physical geography,subsuper,
geology,subsuper,
structural geology,subsuper,
geometry,subsuper,
computational geometry,subsuper,
gis,subsuper,
enterprise gis,subsuper,
gis application,subsuper,
gis systems,subsuper,
glass,subsuper,n
stained glass,subsuper,n
gmp,subsuper,
fda gmp,subsuper,
golf,subsuper,
golf clubs,subsuper,
golf courses,subsuper,
junior golf,subsuper,
google,subsuper,
google adwords,subsuper,
google apps,subsuper,
google calendar,subsuper,
google chrome,subsuper,
google docs,subsuper,
google earth,subsuper,
google maps,subsuper,
google search,subsuper,
google app engine,subsuper,
google search appliance,subsuper,
google web toolkit,subsuper,
government,subsuper,n
federal government,subsuper,n
government agencies,subsuper,n
government contracting,subsuper,
government procurement,subsuper,
government relations,subsuper,
local government,subsuper,n
gps,subsuper,
gps tracking,subsuper,
grammar,subsuper,
graphics,subsuper,
3d graphics,subsuper,
computer graphics,subsuper,
environmental graphics,subsuper,
graphics layout,subsuper,
graphics software,subsuper,
information graphics,subsuper,
mentor graphics,subsuper,
web graphics,subsuper,
grc,subsuper,
it grc,subsuper,
groups,subsuper,n
focus groups,subsuper,
guides,subsuper,n
style guides,subsuper,n
hacking,subsuper,
ethical hacking,subsuper,
growth hacking,subsuper,
hana,subsuper,
sap hana,subsuper,
health,subsuper,n
allied health,subsuper,
community health,subsuper,
environmental health,subsuper,
global health,subsuper,
health communication,subsuper,
health education,subsuper,
health insurance,subsuper,
health policy,subsuper,
health promotion,subsuper,
health psychology,subsuper,
health research,subsuper,
health sciences,subsuper,
holistic health,subsuper,
international health,subsuper,
mental health,subsuper,
natural health,subsuper,
occupational health,subsuper,
public health,subsuper,
reproductive health,subsuper,
supplemental health,subsuper,
brand health tracking,subsuper,
community mental health,subsuper,
health care systems,subsuper,
health services research,subsuper,
mental health care,subsuper,
healthcare,subsuper,
consumer healthcare,subsuper,
healthcare consulting,subsuper,
healthcare design,subsuper,
healthcare industry,subsuper,n
healthcare management,subsuper,
healthcare marketing,subsuper,
hedging,subsuper,
fx hedging,subsuper,
interest rate hedging,subsuper,
hip,subsuper,
hip hop,subsuper,
hiring,subsuper,n
hiring practices,subsuper,n
hiring trends,subsuper,n
mass hiring,subsuper,
strategic hiring,subsuper,
history,subsuper,
american history,subsuper,
european history,subsuper,
military history,subsuper,
natural history,subsuper,
oral history,subsuper,
world history,subsuper,
html,subsuper,
html emails,subsuper,
html scripting,subsuper,
humanitarian,subsuper,
humanitarian assistance,subsuper,
hvac,subsuper,
hvac controls,subsuper,
hvac design,subsuper,
hygiene,subsuper,
industrial hygiene,subsuper,
hyperion,subsuper,
hyperion epm,subsuper,
hyperion planning,subsuper,
hyperion financial reporting,subsuper,
iaas,subsuper,
ibm,subsuper,
ibm aix,subsuper,
ibm certified,subsuper,
ibm db2,subsuper,
ibm iseries,subsuper,
ibm mainframe,subsuper,
ibm power,subsuper,
ibm pseries,subsuper,
ibm rational,subsuper,
ibm san,subsuper,
ibm servers,subsuper,
ibm tivoli,subsuper,
ibm utilities,subsuper,
ibm worklight,subsuper,
ibm content manager,subsuper,
ibm http server,subsuper,
ice,subsuper,n
ice cream,subsuper,n
ice machines,subsuper,
ida,subsuper,
ida pro,subsuper,
iec,subsuper,
iec 60601,subsuper,
iec 61850,subsuper,
immigration,subsuper,
global immigration,subsuper,
immigration issues,subsuper,
immigration law,subsuper,
immigration policy,subsuper,
immunoprecipitation,subsuper,
chromatin immunoprecipitation,subsuper,
import,subsuper,n
import compliance,subsuper,
incentives,subsuper,n
tax incentives,subsuper,
indemnity,subsuper,
professional indemnity insurance,subsuper,
infection,subsuper,
infection control,subsuper,
infopath,subsuper,
infopath forms,subsuper,
informatics,subsuper,
laboratory informatics,subsuper,
infrastructure,subsuper,n
green infrastructure,subsuper,
infrastructure management,subsuper,
infrastructure planning,subsuper,
infrastructure security,subsuper,
infrastructure services,subsuper,
infrastructure solutions,subsuper,
it infrastructure,subsuper,
network infrastructure,subsuper,
telecom infrastructure,subsuper,
vmware infrastructure,subsuper,
data center infrastructure,subsuper,
enterprise it infrastructure,subsuper,
it infrastructure design,subsuper,
it infrastructure management,subsuper,
it infrastructure operations,subsuper,
remote infrastructure management,subsuper,
virtual desktop infrastructure,subsuper,
initiation,subsuper,n
project initiation,subsuper,
injury,subsuper,n
injury prevention,subsuper,
injury rehabilitation,subsuper,
institutional,subsuper,n
institutional sales,subsuper,
instrumentation,subsuper,
electronic instrumentation,subsuper,
insurance,subsuper,n
cargo insurance,subsuper,
casualty insurance,subsuper,
commercial insurance,subsuper,
corporate insurance,subsuper,
disability insurance,subsuper,
general insurance,subsuper,n
group insurance,subsuper,
insurance claims,subsuper,
insurance consulting,subsuper,
insurance law,subsuper,
insurance planning,subsuper,
insurance regulatory,subsuper,
insurance risk,subsuper,
life insurance,subsuper,
marine insurance,subsuper,
personal insurance,subsuper,
travel insurance,subsuper,
integration,subsuper,n
acquisition integration,subsuper,
business integration,subsuper,
continuous integration,subsuper,
data integration,subsuper,
enterprise integration,subsuper,
integration testing,subsuper,
platform integration,subsuper,
process integration,subsuper,
regional integration,subsuper,
sensory integration,subsuper,
software integration,subsuper,
spring integration,subsuper,
technology integration,subsuper,
business process integration,subsuper,
security systems integration,subsuper,
system integration testing,subsuper,
webmethods integration server,subsuper,
websphere integration developer,subsuper,
intelligence,subsuper,n
artificial intelligence,subsuper,
business intelligence,subsuper,
computational intelligence,subsuper,
cultural intelligence,subsuper,
customer intelligence,subsuper,
emotional intelligence,subsuper,
intelligence analysis,subsuper,
location intelligence,subsuper,
security intelligence,subsuper,
strategic intelligence,subsuper,
threat intelligence,subsuper,
web intelligence,subsuper,
business intelligence projects,subsuper,
business intelligence tools,subsuper,
interfaces,subsuper,n
data interfaces,subsuper,
interfacing,subsuper,
client interfacing skills,subsuper,
internet,subsuper,n
consumer internet,subsuper,
internet banking,subsuper,
internet explorer,subsuper,
internet savvy,subsuper,
internet security,subsuper,
internet services,subsuper,
mobile internet,subsuper,
internet of things,subsuper,
interviewing,subsuper,
behavioral interviewing,subsuper,
telephone interviewing,subsuper,
competency based interviewing,subsuper,
intranet,subsuper,
intranet portals,subsuper,
investigation,subsuper,
claim investigation,subsuper,
financial investigation,subsuper,
ground investigation,subsuper,
incident investigation,subsuper,
site investigation,subsuper,
tems investigation,subsuper,
investment,subsuper,
community investment,subsuper,
foreign investment,subsuper,
international investment,subsuper,
investment advisory,subsuper,
investment banking,subsuper,
investment compliance,subsuper,
investment management,subsuper,
investment performance,subsuper,
investment promotion,subsuper,
investment properties,subsuper,
investment research,subsuper,
investment sales,subsuper,
investment strategies,subsuper,
investment valuation,subsuper,
strategic investment,subsuper,
investment advisory services,subsuper,
return on investment,subsuper,
investments,subsuper,n
alternative investments,subsuper,
structured investments,subsuper,
ionic,subsuper,
ionic liquids,subsuper,
ios,subsuper,
ios development,subsuper,
ipad,subsuper,n
ipad development,subsuper,
iphone,subsuper,n
iphone application development,subsuper,
iplanet,subsuper,
iplanet web server,subsuper,
ips,subsuper,
iron,subsuper,n
iron ore,subsuper,
iso,subsuper,
iso 13485,subsuper,
iso 14001,subsuper,
iso 14971,subsuper,
iso 17025,subsuper,
iso 18001,subsuper,
iso 20000,subsuper,
iso 22000,subsuper,
iso 27001,subsuper,
iso 50001,subsuper,
iso 9000,subsuper,
iso 9001,subsuper,
iso standards,subsuper,
italian,subsuper,
italian cuisine,subsuper,
itil,subsuper,
itil certified,subsuper,
itil process,subsuper,
japanese,subsuper,
japanese cuisine,subsuper,
japanese culture,subsuper,
japanese market,subsuper,
jasper,subsuper,
jasper reports,subsuper,
java,subsuper,
core java,subsuper,
java applets,subsuper,
java swing,subsuper,
java enterprise edition,subsuper,
java web services,subsuper,
javascript,subsuper,
javascript frameworks,subsuper,
javascript libraries,subsuper,
jewelry,subsuper,
fashion jewelry,subsuper,
journals,subsuper,
academic journals,subsuper,
jquery,subsuper,
jquery mobile,subsuper,
jquery ui,subsuper,
juniper,subsuper,
juniper switches,subsuper,
kaizen,subsuper,
kaizen blitz,subsuper,
kendo,subsuper,
kendo ui,subsuper,
kernel,subsuper,
linux kernel,subsuper,
kpi,subsuper,n
kpi reports,subsuper,
kronos,subsuper,
kronos timekeeping,subsuper,
labview,subsuper,
ni labview,subsuper,
languages,subsuper,n
foreign languages,subsuper,
programming languages,subsuper,
laser,subsuper,
laser alignment,subsuper,
laser cutting,subsuper,
laser physics,subsuper,
laser printers,subsuper,n
laser scanning,subsuper,
laser welding,subsuper,
pulsed laser deposition,subsuper,
laundry,subsuper,
laundry services,subsuper,
layout,subsuper,n
board layout,subsuper,
ic layout,subsuper,
layout design,subsuper,
layout tools,subsuper,
plant layout,subsuper,
site layout,subsuper,
lcd,subsuper,
lcd projectors,subsuper,
ldap,subsuper,
ldap administration,subsuper,
leadership,subsuper,
design leadership,subsuper,
educational leadership,subsuper,
ethical leadership,subsuper,
executive leadership,subsuper,
global leadership,subsuper,
group leadership,subsuper,n
inspiring leadership,subsuper,n
interpersonal leadership,subsuper,
it leadership,subsuper,
leadership development,subsuper,
leadership management,subsuper,
leadership mentoring,subsuper,
leadership skills,subsuper,n
leadership training,subsuper,
marketing leadership,subsuper,
organizational leadership,subsuper,
personnel leadership,subsuper,
project leadership,subsuper,
servant leadership,subsuper,
strategic leadership,subsuper,n
student leadership,subsuper,
team leadership,subsuper,n
technical leadership,subsuper,
technology leadership,subsuper,
thought leadership,subsuper,
training leadership,subsuper,
transformational leadership,subsuper,n
global hr leadership,subsuper,
learning,subsuper,n
action learning,subsuper,
active learning,subsuper,n
adaptive learning,subsuper,
blended learning,subsuper,
collaborative learning,subsuper,
deep learning,subsuper,
designing learning,subsuper,
distance learning,subsuper,
experiential learning,subsuper,
language learning,subsuper,
learning management,subsuper,
learning styles,subsuper,
lifelong learning,subsuper,n
machine learning,subsuper,
mobile learning,subsuper,
organizational learning,subsuper,
reinforcement learning,subsuper,
self learning,subsuper,n
service learning,subsuper,
social learning,subsuper,
adult learning theory,subsuper,
learning and development,subsuper,n
learning management systems,subsuper,
professional learning communities,subsuper,
ledger,subsuper,
general ledger,subsuper,
purchase ledger,subsuper,
oracle general ledger,subsuper,
lenses,subsuper,
contact lenses,subsuper,
liability,subsuper,
legal liability,subsuper,
product liability,subsuper,
professional liability,subsuper,
public liability,subsuper,
third party liability,subsuper,
liaison,subsuper,
client liaison,subsuper,
contractor liaison,subsuper,
external liaison,subsuper,
licensing,subsuper,
